HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupNumber,GroupSize,Deck,Side
Earth,False,TRAPPIST-1e,24.0,False,0.0,,0.0,0.0,17.0,True,0103,3,F,S
Earth,True,55 Cancri e,9.0,False,0.0,0.0,0.0,0.0,0.0,True,0103,3,G,S
Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,0103,3,G,S
Earth,,TRAPPIST-1e,27.0,False,0.0,0.0,570.0,2.0,131.0,False,0105,1,F,P
Mars,False,TRAPPIST-1e,21.0,False,1743.0,5.0,17.0,0.0,0.0,False,0107,1,D,S
Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,0108,3,G,S
Earth,False,TRAPPIST-1e,31.0,False,562.0,0.0,326.0,0.0,0.0,False,0108,3,G,S
Earth,False,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,True,0108,3,G,S
Europa,False,TRAPPIST-1e,32.0,False,0.0,410.0,6.0,3929.0,764.0,False,0110,4,,
Europa,,TRAPPIST-1e,40.0,False,0.0,331.0,0.0,0.0,1687.0,False,0110,4,B,P
Europa,False,TRAPPIST-1e,42.0,False,2209.0,11418.0,0.0,1868.0,445.0,True,0110,4,B,P
Europa,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0110,4,B,P
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0111,1,E,S
Europa,False,55 Cancri e,48.0,True,0.0,2537.0,87.0,17.0,13.0,True,0112,1,B,S
Earth,False,TRAPPIST-1e,64.0,False,0.0,0.0,804.0,0.0,0.0,True,0113,1,F,P
Earth,False,TRAPPIST-1e,27.0,False,82.0,157.0,429.0,238.0,1.0,False,0114,1,G,S
Mars,,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,,True,0115,1,F,P
Europa,False,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,0116,1,D,P
,False,TRAPPIST-1e,39.0,False,0.0,2344.0,0.0,65.0,6898.0,False,0119,2,A,P
Europa,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0119,2,A,P
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,,True,0120,1,F,P
Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,699.0,74.0,False,0122,1,G,S
Earth,False,TRAPPIST-1e,18.0,False,55.0,597.0,49.0,0.0,1.0,False,0123,1,F,P
Mars,True,TRAPPIST-1e,67.0,False,0.0,0.0,0.0,0.0,0.0,True,0126,1,F,S
Mars,False,TRAPPIST-1e,35.0,False,701.0,0.0,296.0,0.0,25.0,False,0127,1,E,S
Mars,False,TRAPPIST-1e,61.0,True,2353.0,334.0,9.0,316.0,2.0,False,0128,2,D,S
Mars,False,TRAPPIST-1e,45.0,False,2103.0,6.0,0.0,0.0,0.0,False,0128,2,E,S
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,,0.0,0.0,True,0129,1,G,S
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,0133,2,F,S
Mars,False,TRAPPIST-1e,36.0,False,2738.0,0.0,0.0,0.0,0.0,False,0133,2,D,S
Earth,False,TRAPPIST-1e,19.0,False,0.0,14.0,730.0,0.0,0.0,True,0134,1,G,P
Earth,False,PSO J318.5-22,47.0,False,97.0,418.0,126.0,25.0,55.0,False,0136,1,G,S
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0138,2,G,P
Earth,False,,34.0,False,0.0,22.0,0.0,564.0,207.0,False,0138,2,E,P
Europa,True,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0139,1,C,S
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0140,2,G,P
Earth,False,TRAPPIST-1e,26.0,False,440.0,0.0,0.0,0.0,462.0,False,0140,2,F,P
Mars,False,TRAPPIST-1e,31.0,False,,0.0,97.0,0.0,0.0,False,0141,1,F,P
Earth,False,TRAPPIST-1e,20.0,False,0.0,420.0,210.0,0.0,0.0,True,0144,1,F,S
Earth,False,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False,0146,1,G,S
Earth,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,0147,1,G,S
Mars,False,TRAPPIST-1e,42.0,False,1072.0,0.0,10.0,0.0,76.0,False,0148,1,F,P
Earth,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,0149,1,G,S
Earth,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,False,0151,1,G,P
Earth,False,,41.0,False,0.0,0.0,0.0,0.0,607.0,False,0152,1,F,P
Earth,False,TRAPPIST-1e,22.0,False,4119.0,0.0,0.0,0.0,61.0,False,0160,1,G,P
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,0163,2,B,P
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,0163,2,B,P
Earth,False,TRAPPIST-1e,57.0,False,50.0,1688.0,0.0,,135.0,True,0164,2,G,S
Earth,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,False,0164,2,G,S
Mars,True,TRAPPIST-1e,35.0,,0.0,0.0,0.0,0.0,0.0,True,0165,1,F,P
Mars,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,0167,2,F,S
Mars,False,TRAPPIST-1e,27.0,False,1365.0,0.0,48.0,22.0,137.0,False,0167,2,F,S
Earth,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,0169,1,G,P
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,221.0,567.0,False,0170,1,E,S
Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,True,0171,1,G,S
Earth,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,0172,1,G,P
Earth,,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,True,0173,1,E,S
Earth,False,55 Cancri e,21.0,False,287.0,0.0,16.0,115.0,175.0,False,0174,1,F,P
Europa,False,TRAPPIST-1e,38.0,False,0.0,10346.0,1.0,14970.0,2111.0,False,0177,1,B,S
Mars,False,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,0178,1,D,S
Earth,False,TRAPPIST-1e,19.0,False,1.0,219.0,673.0,2.0,11.0,True,0179,3,G,P
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,0179,3,G,P
Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,0179,3,G,P
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,3.0,299.0,92.0,False,0181,1,G,P
Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0182,1,C,P
Earth,False,TRAPPIST-1e,37.0,False,17.0,146.0,426.0,0.0,232.0,True,0183,1,F,S
Earth,False,TRAPPIST-1e,25.0,False,62.0,0.0,0.0,0.0,956.0,False,0186,1,G,P
Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,0188,1,G,S
Earth,False,55 Cancri e,49.0,False,84.0,3.0,401.0,202.0,98.0,False,0189,1,E,P
Earth,True,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,0190,1,G,S
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,0192,3,G,P
Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,0192,3,G,P
Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,10.0,898.0,0.0,False,0192,3,G,P
Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0193,3,F,P
Mars,False,TRAPPIST-1e,23.0,False,,0.0,8.0,1072.0,0.0,False,0193,3,F,P
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0193,3,F,P
Mars,False,TRAPPIST-1e,39.0,False,406.0,0.0,867.0,0.0,0.0,True,0195,1,F,P
Mars,False,PSO J318.5-22,25.0,False,1052.0,0.0,719.0,0.0,7.0,False,0196,1,D,P
Europa,False,TRAPPIST-1e,36.0,False,0.0,972.0,0.0,795.0,575.0,False,0197,1,C,P
Earth,,PSO J318.5-22,52.0,False,0.0,0.0,0.0,0.0,0.0,True,0198,1,G,P
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,0199,1,G,S
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0200,1,G,P
Europa,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0201,2,B,S
Europa,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,0201,2,B,S
Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,0202,2,B,P
Europa,False,55 Cancri e,,False,0.0,2433.0,,878.0,443.0,True,0202,2,A,P
Europa,True,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,0.0,0.0,True,0203,1,C,S
Earth,False,TRAPPIST-1e,29.0,False,0.0,2.0,66.0,0.0,705.0,False,0205,1,G,S
Europa,False,55 Cancri e,,False,2.0,1720.0,12.0,1125.0,122.0,True,0206,1,C,S
Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,False,0207,1,G,P
,True,55 Cancri e,24.0,False,0.0,0.0,,0.0,0.0,True,0210,1,D,P
Mars,False,TRAPPIST-1e,29.0,False,902.0,1.0,137.0,0.0,0.0,True,0211,3,F,P
Mars,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,0211,3,F,P
Mars,False,TRAPPIST-1e,17.0,False,848.0,0.0,307.0,182.0,0.0,False,0211,3,F,P
Earth,False,TRAPPIST-1e,13.0,False,192.0,0.0,0.0,51.0,739.0,False,0212,2,E,P
Earth,False,TRAPPIST-1e,35.0,False,147.0,188.0,0.0,10.0,387.0,False,0212,2,F,P
Earth,False,TRAPPIST-1e,21.0,False,367.0,281.0,0.0,0.0,146.0,False,0213,1,F,P
Earth,False,55 Cancri e,21.0,False,0.0,56.0,0.0,0.0,1918.0,False,0216,1,F,S
Earth,False,TRAPPIST-1e,38.0,False,1517.0,0.0,0.0,27.0,0.0,False,0217,1,F,P
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,0219,1,G,P
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,True,0220,7,G,P
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,0220,7,G,P
Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,False,0220,7,G,P
Earth,False,TRAPPIST-1e,25.0,False,122.0,84.0,,0.0,0.0,False,0220,7,E,P
Earth,False,TRAPPIST-1e,16.0,False,0.0,3.0,0.0,0.0,1099.0,False,0220,7,F,P
Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,0220,7,G,P
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,0220,7,G,P
Mars,False,55 Cancri e,21.0,False,2237.0,0.0,119.0,0.0,0.0,False,0221,7,E,S
Mars,False,TRAPPIST-1e,23.0,False,1215.0,80.0,1.0,2.0,0.0,False,0221,7,E,S
Mars,False,TRAPPIST-1e,33.0,False,1933.0,12.0,188.0,1.0,0.0,False,0221,7,E,S
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,0221,7,E,S
Mars,False,TRAPPIST-1e,41.0,False,1230.0,0.0,301.0,43.0,1023.0,False,0221,7,E,S
Mars,False,TRAPPIST-1e,16.0,False,915.0,0.0,221.0,234.0,0.0,False,0221,7,E,S
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,False,0221,7,E,S
Mars,False,TRAPPIST-1e,20.0,False,1406.0,0.0,0.0,11.0,0.0,False,0222,3,F,S
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0222,3,F,S
Mars,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,0222,3,E,S
Earth,False,TRAPPIST-1e,21.0,False,0.0,2.0,665.0,0.0,9.0,False,0223,1,G,S
Mars,False,TRAPPIST-1e,32.0,True,181.0,0.0,5.0,1634.0,0.0,False,0224,1,F,S
Earth,True,PSO J318.5-22,58.0,False,0.0,0.0,0.0,0.0,0.0,True,0225,1,G,P
Earth,False,TRAPPIST-1e,24.0,False,4.0,7.0,0.0,713.0,79.0,False,0229,1,F,S
Mars,False,TRAPPIST-1e,30.0,False,85.0,0.0,1.0,1720.0,0.0,False,0231,1,F,S
Earth,True,PSO J318.5-22,27.0,False,0.0,,0.0,0.0,0.0,False,0232,1,G,S
Mars,False,TRAPPIST-1e,32.0,False,56.0,0.0,256.0,1438.0,0.0,False,0233,1,F,S
Earth,False,TRAPPIST-1e,43.0,False,,888.0,0.0,0.0,0.0,False,0234,1,F,P
Europa,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,0237,1,B,P
Mars,False,TRAPPIST-1e,37.0,False,637.0,0.0,0.0,92.0,319.0,False,0239,1,,
Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,0240,1,F,P
Europa,,55 Cancri e,33.0,False,0.0,1249.0,0.0,4812.0,1116.0,False,0241,1,E,P
,False,TRAPPIST-1e,18.0,False,313.0,1.0,691.0,283.0,0.0,False,0242,1,F,S
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,0243,1,G,S
Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,0244,2,,
Mars,True,55 Cancri e,14.0,,0.0,0.0,0.0,0.0,0.0,True,0244,2,F,S
Europa,False,55 Cancri e,46.0,False,0.0,3571.0,0.0,0.0,7.0,True,0245,2,C,P
Europa,False,TRAPPIST-1e,33.0,False,0.0,86.0,796.0,584.0,10912.0,False,0245,2,C,P
Mars,False,TRAPPIST-1e,21.0,False,2947.0,0.0,287.0,27.0,0.0,False,0246,1,D,P
Europa,False,TRAPPIST-1e,33.0,False,0.0,1.0,0.0,8620.0,1063.0,False,0248,1,C,S
Earth,True,PSO J318.5-22,47.0,False,,0.0,0.0,0.0,0.0,False,0250,1,G,S
,True,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,0251,1,C,S
Earth,False,TRAPPIST-1e,30.0,False,335.0,695.0,541.0,0.0,0.0,False,0252,1,F,P
Earth,False,TRAPPIST-1e,29.0,False,272.0,615.0,0.0,0.0,1.0,False,0253,1,G,P
Earth,False,TRAPPIST-1e,21.0,False,702.0,172.0,408.0,2.0,6.0,True,0254,1,F,P
Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,0255,1,A,S
Mars,False,55 Cancri e,21.0,False,1664.0,0.0,,0.0,0.0,False,0257,2,F,S
Mars,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,True,0257,2,F,S
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,313.0,299.0,92.0,False,0258,1,F,S
Europa,False,TRAPPIST-1e,26.0,False,0.0,4810.0,0.0,981.0,2054.0,False,0260,1,E,S
Earth,False,TRAPPIST-1e,26.0,False,66.0,29.0,0.0,0.0,803.0,False,0261,1,F,P
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,0263,1,G,P
Europa,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,,0.0,True,0265,1,D,S
Earth,False,TRAPPIST-1e,13.0,False,118.0,0.0,0.0,754.0,1.0,False,0267,1,F,S
Earth,False,55 Cancri e,47.0,False,0.0,231.0,592.0,0.0,0.0,True,0269,1,F,S
Earth,False,TRAPPIST-1e,63.0,False,0.0,25.0,128.0,0.0,1240.0,False,0270,1,F,P
Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,0275,1,D,S
Earth,False,55 Cancri e,50.0,False,44.0,2390.0,0.0,53.0,0.0,True,0277,1,F,P
Earth,False,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,888.0,,False,0278,2,,
Earth,False,TRAPPIST-1e,45.0,False,0.0,97.0,0.0,14.0,333.0,False,0278,2,G,P
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,2078.0,0.0,0.0,True,0281,1,F,P
Earth,False,TRAPPIST-1e,21.0,False,0.0,918.0,0.0,0.0,0.0,True,0282,1,F,S
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,0283,2,G,P
Earth,False,TRAPPIST-1e,22.0,False,146.0,654.0,1.0,0.0,2.0,True,0283,2,F,P
Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,0285,2,E,P
Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,0285,2,E,P
Earth,False,55 Cancri e,57.0,False,3.0,1281.0,29.0,162.0,13.0,False,0286,1,F,P
